Order_ID,Customer_Name,Email,Phone_Number,Gender,Age,City,State,Country,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Order_Date,Payment_Method,Delivery_Status,Customer_Rating,Sales_Representative,Discount_Percentage
ORD105157,Meena Verma,meena.verma4971@yahoo.com,+467088054164,male,69,Toronto,Ontario,Canada,Clothing,T-Shirt,4,631.14,2145.88,11-10-2023,PayPal,Delivered,,Emily Davis,15.0
ORD105158,Daniel Williams,daniel.williams1178@company.com,+523345602155,FEMALE,25,New York,New York,USA,Healthcare,BP Monitor,7,3192.28,17876.77,2023/08/29,UPI,Delivered,3.0,Rahul Verma,20.0
ORD105159,Neha Iyer,neha.iyer8695@company.com,+229478552051,male,63,Chicago,Illinois,USA,Grocery,Tea Powder,2,252.42,429.11,2025-12-20,PayPal,Cancelled,1.0,Sara Wilson,15.0
ORD105160,Rahul Kumar,rahul.kumar4325@yahoo.com,+918910860220,Female,64,Chennai,Tamil Nadu,India,Clothing,T-Shirt,6,1591.17,9069.67,09-10-2024,UPI,Cancelled,2.0,Kavya Singh,5.0
ORD105161,Ishita Kumar,ishita.kumar5108@outlook.com,+916755789142,Female,73,Chennai,Tamil Nadu,India,Healthcare,Vitamin Tablets,6,621.34,2609.63,2024-03-17,PayPal,Shipped,4.0,Sara Wilson,30.0
ORD105162,Amelia Singh,amelia.singh1458@company.com,+917397508184,male,48,Toronto,Ontario,Canada,Clothing,T-Shirt,2,1538.51,2615.47,01-03-2025,Wallet,Returned,2.0,Rahul Verma,15.0
ORD105163,Sofia Davis,sofia.davis9299@yahoo.com,+65212652817,FEMALE,18,Vijayawada,Andhra Pradesh,India,Clothing,Jeans,4,3618.39,10131.49,16/09/2023,Debit Card,Returned,2.0,NULL,30.0
ORD105164,Vivaan Kumar,vivaan.kumar3702@outlook.com,+917356014038,male,18,Pune,Maharashtra,India,Electronics,Headphones,6,5907.24,31899.1,03-26-2025,Net Banking,Delivered,4.0,Anil Kumar,10.0
ORD105165,Noah Wilson,noah.wilson5564@company.com,+90450430454,Other,20,Los Angeles,California,USA,NULL,Jeans,8,953.46,7246.3,2026-03-23,Wallet,Cancelled,4.0,Kavya Singh,5.0
ORD105166,Meena Johnson,meena.johnson4246@gmail.com,+916739599463,male,59,London,England,UK,Clothing,T-Shirt,3,1052.74,2684.49,2024-08-22,Wallet,Returned,3.0,Kavya Singh,15.0
ORD105167,Reyansh Kumar,reyansh.kumar8327@outlook.com,+59456924983,male,59,Dubai,Dubai,UAE,Healthcare,Protein Powder,4,2324.56,6973.68,30-Jan-2024,Net Banking,Delivered,3.0,David Brown,25.0
ORD105168,Charlotte Brown,charlotte.brown6733@gmail.com,+917512513692,male,32,Los Angeles,California,USA,Clothing,Kurti,4,2546.11,7638.33,21-Jun-2024,Net Banking,Delivered,,Anil Kumar,25.0
ORD105169,Kavya Iyer,kavya.iyer8349@outlook.com,+89230854107,male,35,Delhi,Delhi,India,Electronics,Headphones,3,9749.16,23397.98,09-03-2023,UPI,Shipped,,Meera Nair,20.0
ORD105170,Reyansh Davis,reyansh.davis4178@company.com,+462484725075,FEMALE,34,Melbourne,Victoria,Australia,Clothing,Sneakers,4,7155.47,27190.79,05-27-2025,PayPal,Cancelled,,David Brown,5.0
ORD105171,  Sophia Nair ,sophia.nair8537@gmail.com,+919799994326,FEMALE,57,Chennai,Tamil Nadu,India,Clothing,T-Shirt,4,986.54,3156.93,2023/06/29,Net Banking,Delivered,4.0,Kavya Singh,20.0
ORD105172,Nikitha Anderson,nikitha.anderson3306@gmail.com,+441913404309,Male,68,Manchester,England,UK,Grocery,Rice Bag,2,2065.66,3718.19,21-Aug-2024,Net Banking,Returned,1.0,Ravi Sharma,10.0
ORD105173,Meena Gupta,meena.gupta2774@company.com,+918914536790,male,44,Sydney,New South Wales,Australia,Healthcare,Vitamin Tablets,1,891.75,847.16,09-27-2025,PayPal,Shipped,3.0,David Brown,5.0
ORD105174,Rohan Nair,rohan.nair9530@gmail.com,+666267976463,male,73,Hyderabad,Telangana,India,Electronics,Headphones,3,1057.44,2537.86,2024/08/22,Wallet,Returned,4.0,Sita Reddy,20.0
ORD105175,Ishita Anderson,ishita.anderson5813@yahoo.com,+918026539564,Male,70,Vijayawada,Andhra Pradesh,India,Clothing,Sneakers,-1,4167.11,-3958.75,2024-11-23,Debit Card,Processing,2.0,Kavya Singh,5.0
ORD105176,Diya Smith,diya.smith4293@company.com,+919607534075,male,49,London,England,UK,Furniture,Bed Frame,1,12239.0,11015.1,04-16-2026,Net Banking,Returned,4.0,Rahul Verma,10.0
ORD105177,Kavya Brown,kavya.brown5280@gmail.com,+918089962868,Male,47,Delhi,Delhi,India,Clothing,Kurti,5,2665.99,11330.46,05-Jul-2024,Credit Card,Shipped,5.0,Ravi Sharma,15.0
ORD105178,Noah Mehta,noah.mehta5666@yahoo.com,+919390104463,Other,54,Mumbai,Maharashtra,India,Healthcare,Vitamin Tablets,1,605.56,423.89,03-Oct-2025,UPI,Shipped,5.0,Rahul Verma,30.0
ORD105179,Ethan Garcia,ethan.garcia8826@outlook.com,+880246616746,Female,70,Toronto,Ontario,Canada,Electronics,Headphones,6,11772.02,52974.09,2024/10/15,Cash on Delivery,Cancelled,,David Brown,25.0
ORD105180,Priya Kumar,priya.kumar1209@gmail.com,+966894320757,Other,63,Vijayawada,Andhra Pradesh,India,Healthcare,Digital Thermometer,6,441.57,2252.01,2025/09/12,Net Banking,Cancelled,1.0,Sita Reddy,15.0
ORD105181,,sofia.kumar2594@yahoo.com,+542303701824,male,45,Pune,Maharashtra,India,Electronics,Smartphone,6,50641.05,288653.99,2024/01/21,Net Banking,Processing,3.0,Sara Wilson,5.0
ORD105182,Aditya Martinez,aditya.martinez5656@outlook.com,+917570081261,male,70,Chenai,Tamil Nadu,India,Furniture,Sofa Set,2,12677.69,20284.3,17/02/2026,Wallet,Cancelled,1.0,Rahul Verma,20.0
ORD105183,Rohan Verma,rohan.verma890@company.com,+917322366581,Female,54,Dubai,Dubai,UAE,Furniture,Office Chair,7,10978.55,61479.88,2023/12/30,Net Banking,Delivered,1.0,NULL,20.0
ORD105184,Lucas Iyer,lucas.iyer1954@company.com,+918921813684,Other,42,Pune,Maharashtra,India,Healthcare,First Aid Kit,6,625.64,2627.69,2024/08/17,PayPal,Shipped,,David Brown,30.0
ORD105185,Meena Davis,meena.davis5580@yahoo.com,+919911319561,male,54,Visakhapatnam,Andhra Pradesh,India,Furniture,Sofa Set,8,34090.0,259084.0,2025-05-07,Cash on Delivery,Delivered,4.0,Sita Reddy,5.0
ORD105186,Arjun Gupta,arjun.gupta8692@company.com,+919644617345,FEMALE,22,,Telangana,India,Grocery,Dry Fruits Pack,3,748.17,1571.16,2026/01/28,Debit Card,Returned,5.0,Sara Wilson,30.0
ORD105187,Sofia Brown,sofia.brown8530@outlook.com,+917491272843,FEMALE,69,Dubai,Dubai,UAE,Electronics,Smartphone,-4,69019.18,-207057.54,2023-10-22,Net Banking,Processing,2.0,David Brown,25.0
ORD105188,Reyansh Davis,reyansh.davis350@company.com,+281225308215,male,66,Vijayawada,Andhra Pradesh,India,Clothing,T-Shirt,1,616.89,524.36,2025-08-15,Debit Card,Processing,,Emily Davis,15.0
ORD105189,Aditya Kumar,aditya.kumar9385@company.com,12345,male,61,Los Angeles,California,USA,Clothing,Kurti,7,1135.9,6758.61,12/09/2025,Cash on Delivery,Shipped,3.0,Anil Kumar,15.0
ORD105190,Diya Gupta,diya.gupta2287@yahoo.com,+919479224115,Female,69,Visakhapatnam,Andhra Pradesh,India,Electronics,Laptop,6,88854.32,479813.33,2023-09-23,Net Banking,Processing,,David Brown,10.0
ORD105191,Ava Verma,ava.verma5589@company.com,+916681792568,Female,64,Melbourne,Victoria,Australia,Electronics,Laptop,6,135609.61,691609.01,15-Jun-2023,PayPal,Shipped,3.0,Meera Nair,15.0
ORD105192,Elena Miller,elena.miller3966@company.com,ABCDE12345,Male,36,New York,New York,USA,Grocery,Wheat Flour,5,675.42,2870.53,2025-11-28,Credit Card,Delivered,3.0,Meera Nair,15.0
ORD105193,Lucas Mehta,lucas.mehta7281@gmail.com,+919170035514,Female,39,Hyderabad,Telangana,India,Electronics,Headphones,2,7870.11,13379.19,23-Jan-2025,UPI,Shipped,4.0,Ravi Sharma,15.0
ORD105194,Sanjay Brown,sanjay.brown7233@company.com,+919535522148,Female,18,Bengaluru,Karnataka,India,Clothing,Kurti,8,1161.77,7435.33,03-30-2024,Credit Card,Delivered,3.0,Kavya Singh,20.0
ORD105195,  Meena Iyer ,meena.iyer8392@company.com,+917784617855,Male,55,Dubai,Dubai,UAE,Healthcare,Protein Powder,6,3699.92,21089.54,2024-10-23,PayPal,Returned,,Meera Nair,5.0
ORD105196,nikitha kumar,nikitha.kumar3623@gmail.com,+918695514378,Male,,Los Angeles,California,USA,Clothing,Jacket,5,6303.41,29941.2,2023-10-29,UPI,Cancelled,5.0,Meera Nair,5.0
ORD105197,kiran reddy,kiran.reddy4090@gmail.com,+612551822174,Female,22,London,England,UK,Healthcare,Digital Thermometer,7,991.85,5901.51,02-21-2024,PayPal,Delivered,3.0,Ravi Sharma,15.0
ORD105198,Arjun Martinez,arjun.martinez7660@company.com,+917587465205,FEMALE,21,Dubai,Dubai,UAE,Electronics,Laptop,8,101898.32,611389.92,2026/01/15,PayPal,Delivered,3.0,Ravi Sharma,25.0
ORD105199,Noah Williams,noah.williams4496@company.com,+917205062160,FEMALE,24,Chicago,Illinois,USA,Electronics,Laptop,8,84080.71,504484.26,21-Mar-2025,Debit Card,Returned,5.0,Meera Nair,25.0
ORD105200,Rohan Kumar,rohan.kumar2811@company.com,+917024207393,Female,20,Dubai,Dubai,UAE,Furniture,Dining Table,1,24457.1,19565.68,07-09-2023,Wallet,Cancelled,5.0,Sita Reddy,20.0
ORD105201,Arjun Kumar,arjun.kumar3117@outlook.com,+918585440792,Other,21,Vijayawada,Andhra Pradesh,India,Grocery,Wheat Flour,8,828.19,4637.86,09-Feb-2024,Net Banking,Shipped,4.0,Kavya Singh,30.0
ORD105202,Sophia Wilson,sophia.wilson5152@yahoo.com,+189832170038,male,65,London,England,UK,Grocery,Cooking Oil,3,528.97,1110.84,22/07/2024,Debit Card,Delivered,3.0,Sita Reddy,30.0
ORD105203,Olivia Miller,olivia.miller2798@outlook.com,+916509606585,Other,53,Chennai,Tamilnadu,India,Grocery,Wheat Flour,7,771.24,4858.81,08/09/2023,Wallet,Returned,5.0,Emily Davis,10.0
ORD105204,Noah Gupta,noah.gupta9162@outlook.com,+919526265671,Female,18,Manchester,Englend,UK,Clothing,Jeans,8,3634.89,24717.25,2024-06-22,PayPal,Cancelled,1.0,Anil Kumar,15.0
ORD105205,Diya Brown,diya.brown5608@yahoo.com,+654230691023,NULL,68,Chicago,Illinois,USA,Clothing,Kurti,8,850.74,5104.44,19/10/2024,Cash on Delivery,Cancelled,2.0,Meera Nair,25.0
ORD105206,Elena Garcia,elena.garcia2430@company.com,+917077259560,Other,19,Toronto,Ontario,Canada,Grocery,Wheat Flour,3,351.34,1054.02,16-Feb-2025,UPI,Shipped,,Rahul Verma,0.0
ORD105207,Benjamin Gupta,benjamin.gupta6193@outlook.com,+918657586469,FEMALE,49,Pune,Maharashtra,India,Electronics,Smart Watch,6,11195.25,47020.05,04-26-2025,Credit Card,Cancelled,1.0,Rahul Verma,30.0
ORD105208,Nikitha Williams,nikitha.williams5020@outlook.com,+494346763712,Male,37,Manchester,England,UK,Healthcare,Digital Thermometer,5,1006.45,5032.25,2025-02-20,Debit Card,Processing,2.0,Emily Davis,0.0
ORD105209,Henry Anderson,henry.anderson518@outlook.com,+917316773539,FEMALE,37,Singapore,Central Region,Singapore,Clothing,Jeans,7,2336.78,14721.71,2024/05/07,UPI,Processing,3.0,Rahul Verma,10.0
ORD105210,Neha Kumar,neha.kumar7626@gmail.com,+916104074713,Other,34,Manchester,England,UK,Grocery,Dry Fruits Pack,4,1283.58,4364.17,02-Dec-2024,PayPal,Returned,,Kavya Singh,15.0
ORD105211,Reyansh Anderson,reyansh.anderson283@outlook.com,12345,Female,48,Delhi,Delhi,India,Healthcare,Protein Powder,8,2641.6,20076.16,2023-11-03,Wallet,Delivered,3.0,Anil Kumar,5.0
ORD105212,Kavya Sharma,kavya.sharma9833@yahoo.com,+919363683141,male,23,Melbourne,Victoria,Australia,Furniture,Bed Frame,2,63235.09,113823.16,2025-07-15,Debit Card,Shipped,,Emily Davis,10.0
ORD105213,Elena Garcia,elena.garcia5739@yahoo.com,+917983908486,FEMALE,56,Dubai,Dubai,UAE,Furniture,Dining Table,5,46189.24,161662.34,2025-05-12,Debit Card,Returned,2.0,Anil Kumar,30.0
ORD105214,Rahul Nair,rahul.nair4749@yahoo.com,+917833513740,Female,32,Visakhapatnam,Andhra Pradesh,India,Furniture,Sofa Set,6,20145.8,120874.8,24/08/2023,Wallet,Shipped,5.0,Sita Reddy,0.0
ORD105215,Sophia Kumar,sophia.kumar7491@yahoo.com,+917116562512,FEMALE,33,Los Angeles,California,USA,Clothing,Kurti,4,1535.82,4914.62,2025-11-25,Wallet,Shipped,5.0,Emily Davis,20.0
ORD105216,Nikitha Anderson,nikitha.anderson1871@yahoo.com,+220636109673,male,47,Los Angeles,California,USA,Furniture,Office Chair,6,3242.55,14591.48,31-Mar-2025,Debit Card,Delivered,,Anil Kumar,25.0
ORD105217,Sai Martinez,sai.martinez5217@gmail.com,+454704082764,Male,63,Toronto,Ontario,Canada,Clothing,Jacket,8,1301.94,7290.86,2024-01-25,PayPal,Processing,,Ravi Sharma,30.0
ORD105218,Sneha Miller,sneha.miller87@gmail.com,+916476638196,Male,47,Delhi,Delhi,India,Healthcare,Vitamin Tablets,7,1062.75,5951.4,03-05-2025,Net Banking,Delivered,2.0,Emily Davis,20.0
ORD105219,Ishita Brown,ishita.brown1653@yahoo.com,+917923319912,FEMALE,48,Singapore,Central Region,Singapore,Grocery,Rice Bag,2,961.01,1441.51,01/12/2023,UPI,Delivered,4.0,Kavya Singh,25.0
ORD105220,Pooja Sharma,pooja.sharma2016@company.com,+916955350292,Male,64,London,England,UK,Furniture,Sofa Set,-5,92826.52,-464132.6,2025-11-24,UPI,Processing,4.0,Rahul Verma,0.0
ORD105221,Rahul Reddy,rahul.reddy7776@yahoo.com,+417703751528,Female,50,Chicago,Illinois,USA,Electronics,Smart Watch,1,9151.96,8236.76,06-Oct-2025,Wallet,Processing,,Emily Davis,10.0
ORD105222,Liam Williams,liam.williams257@yahoo.com,+916904031589,FEMALE,32,Chennai,Tamil Nadu,India,Grocery,Rice Bag,7,1839.74,9658.64,11/04/2026,Net Banking,Cancelled,,Rahul Verma,25.0
ORD105223,Priya Singh,priya.singh6679@company.com,+940505884951,Other,18,Los Angeles,California,USA,Furniture,Bookshelf,6,3634.86,15266.41,17-Nov-2023,Net Banking,Shipped,1.0,John Miller,30.0
ORD105224,Sai Verma,sai.verma6604@company.com,+917543255526,Female,27,New York,New York,USA,Healthcare,Vitamin Tablets,1,1410.22,1339.71,12/07/2025,Debit Card,Delivered,5.0,Rahul Verma,5.0
ORD105225,Rahul Garcia,rahul.garcia6777@gmail.com,+919213117238,male,30,Delhi,Delhi,India,Grocery,Wheat Flour,3,337.86,760.19,05/10/2025,Wallet,Shipped,4.0,Emily Davis,25.0
ORD105226,Nikitha Brown,nikitha.brown9604@yahoo.com,+918836303176,Other,50,Mumbai,Maharashtra,India,Furniture,Office Chair,4,4258.76,11924.53,24/02/2026,Credit Card,Delivered,5.0,John Miller,30.0
ORD105227,Lucas Williams,lucas.williams5470@yahoo.com,+916509290262,Female,29,Hydrabad,Telangana,India,Healthcare,First Aid Kit,6,979.83,4703.18,05-Sep-2024,Wallet,Delivered,,David Brown,20.0
ORD105228,Olivia Sharma,olivia.sharma8493@yahoo.com,+916166549909,Other,,London,England,UK,Furniture,Office Chair,8,14892.94,83400.46,26-Sep-2023,Credit Card,Shipped,5.0,John Miller,30.0
ORD105229,Ishita Reddy,ishita.reddy7123@gmail.com,+917729929789,Other,44,London,England,UK,Furniture,Bed Frame,7,48070.91,319671.55,22/11/2025,PayPal,Returned,,Ravi Sharma,5.0
ORD105230,arjun davis,arjun.davis6288@outlook.com,+917229241130,Female,74,Manchester,England,UK,Furniture,Bookshelf,4,1972.09,5916.27,16-Mar-2025,Net Banking,Processing,3.0,Kavya Singh,25.0
ORD105231,  Noah Gupta ,noah.gupta6725@outlook.com,+918309414374,Female,43,Mumbai,Maharashtra,India,Grocery,Cooking Oil,4,542.74,2062.41,21/11/2024,Credit Card,Cancelled,2.0,David Brown,5.0
ORD105232,Rahul Wilson,rahul.wilson4977@yahoo.com,+919700125493,Other,66,Delhi,Delhi,India,Clothing,Jeans,2,1588.27,2858.89,2024/01/18,Debit Card,Shipped,5.0,Ravi Sharma,10.0
ORD105233,Sneha Mehta,sneha.mehta8666@outlook.com,+917107969319,Male,21,Singapore,Central Region,Singapore,Electronics,Laptop,3,95256.82,214327.85,28/03/2026,Cash on Delivery,Shipped,2.0,Ravi Sharma,25.0
ORD105234,Diya Miller,diya.miller4113@gmail.com,+817141835343,Female,25,Pune,Maharashtra,India,Electronics,Smartphone,-4,62144.79,-223721.24,26/05/2025,UPI,Shipped,1.0,Rahul Verma,10.0
ORD105235,Mia Reddy,mia.reddy1506@outlook.com,+617929568287,Female,36,Chennai,Tamil Nadu,India,Clothing,Jacket,6,5894.54,35367.24,2024/06/24,Credit Card,Shipped,3.0,Ravi Sharma,0.0
ORD105236,  Ishita Anderson ,ishita.anderson8841@gmail.com,+917084648097,Male,29,Toronto,Ontario,Canada,Furniture,Dining Table,8,25034.09,140190.9,28-Feb-2025,Net Banking,Returned,4.0,Ravi Sharma,30.0
ORD105237,Meena Williams,meena.williams4197@yahoo.com,+917850498537,Female,74,Visakhapatnam,Andhra Pradesh,India,Electronics,Laptop,6,93471.16,476702.92,11-19-2025,UPI,Delivered,4.0,David Brown,15.0
ORD105238,Kiran Johnson,kiran.johnson8813@gmail.com,+917381838276,FEMALE,45,Sydney,New South Wales,Australia,Furniture,Office Chair,4,17971.37,57508.38,07/06/2023,Cash on Delivery,Shipped,3.0,Emily Davis,20.0
ORD105239,Arjun Williams,arjun.williams1839@yahoo.com,+985925733911,male,51,NULL,Delhi,India,Healthcare,Protein Powder,6,1831.74,9891.4,2025-02-25,PayPal,Shipped,4.0,Rahul Verma,10.0
ORD105240,Sanjay Gupta,sanjay.gupta8343@outlook.com,+471437040607,Female,53,Toronto,Ontario,Canada,Electronics,Headphones,5,4205.34,14718.69,01-20-2024,Net Banking,Shipped,2.0,Meera Nair,30.0
ORD105241,Meena Davis,meena.davis1545@gmail.com,+917360965289,Other,18,Sydney,New South Wales,Australia,Healthcare,BP Monitor,2,3796.8,7593.6,27/05/2023,PayPal,Delivered,4.0,Sita Reddy,0.0
ORD105242,Neha Reddy,neha.reddy9241@gmail.com,+760533584387,FEMALE,41,Chennai,Tamil Nadu,India,Electronics,Smartphone,3,65247.84,146807.64,07-Oct-2023,Wallet,Returned,3.0,Ravi Sharma,25.0
ORD105243,Ava Brown,ava.brown887@outlook.com,+918705985897,male,24,Dubai,Dubai,UAE,Healthcare,BP Monitor,7,4449.94,29592.1,2025/06/03,PayPal,Returned,,David Brown,5.0
ORD105244,Aditya Iyer,aditya.iyer9737@company.com,+919468469763,Other,62,Chenai,Tamil Nadu,India,Clothing,Jacket,1,3199.15,2239.4,16/12/2025,Debit Card,Shipped,1.0,Ravi Sharma,30.0
ORD105245,Aarav Kumar,aarav.kumar6045@company.com,+516132661028,Male,36,Delhi,Delhi,India,Grocery,Cooking Oil,8,740.95,4742.08,05-29-2025,Credit Card,Processing,5.0,David Brown,20.0
ORD105246,David Miller,david.miller2722@gmail.com,+916227448747,FEMALE,44,Chicago,Illinois,USA,Clothing,Kurti,3,2451.8,5148.78,04/12/2023,Debit Card,Delivered,2.0,Meera Nair,30.0
ORD105247,Charlotte Iyer,charlotte.iyer9333@company.com,+917134618648,FEMALE,53,Visakhapatnam,Andhra Pradesh,India,Grocery,Dry Fruits Pack,6,2189.4,13136.4,2025-06-11,Debit Card,Shipped,1.0,Kavya Singh,0.0
ORD105248,Pooja Patel,pooja.patel3015@gmail.com,+917095779537,male,51,Melbourne,Victoria,Australia,Electronics,Smartphone,4,32479.07,90941.4,2025-01-21,UPI,Processing,3.0,Anil Kumar,30.0
ORD105249,Charlotte Patel,charlotte.patel3902@gmail.com,+918121618615,Female,36,Dubai,Dubai,UAE,Healthcare,Vitamin Tablets,1,205.3,164.24,01-04-2026,Debit Card,Shipped,4.0,Kavya Singh,20.0
ORD105250,Henry Mehta,,+918027172707,Female,48,Manchester,Englend,UK,Electronics,Bluetooth Speaker,7,6428.05,31497.44,24/04/2025,PayPal,Cancelled,3.0,John Miller,30.0
ORD105251,Ananya Gupta,ananya.gupta6094@gmail.com,+918299453630,Female,42,Manchester,England,UK,Furniture,Dining Table,6,11698.0,56150.4,15-Jul-2024,UPI,Returned,5.0,Ravi Sharma,20.0
ORD105252,James Miller,james.miller3846@company.com,+828903882453,Other,66,Pune,Maharashtra,India,Clothing,Jacket,1,1394.63,1185.44,29/11/2024,Credit Card,Shipped,1.0,Rahul Verma,15.0
ORD105253,Mia Smith,mia.smith7634@yahoo.com,+916492824207,FEMALE,74,London,England,UK,Healthcare,Digital Thermometer,1,896.4,627.48,2023/09/01,PayPal,Processing,,Sara Wilson,30.0
ORD105254,Diya Davis,diya.davis7465@outlook.com,+918086815739,male,40,Toronto,Ontario,Canada,Electronics,Smart Watch,3,17247.59,38807.08,2026-01-29,PayPal,Shipped,4.0,David Brown,25.0
ORD105255,Nikitha Davis,nikitha.davis1105@gmail.com,+916992621806,FEMALE,52,Los Angeles,California,USA,Healthcare,First Aid Kit,2,1434.84,2439.23,17/12/2023,Debit Card,Shipped,2.0,Emily Davis,15.0
ORD105256,Pooja Verma,pooja.verma3262@company.com,+919476224037,FEMALE,25,Manchester,England,UK,Electronics,Bluetooth Speaker,1,7936.86,6746.33,2026/04/11,Net Banking,Cancelled,4.0,Kavya Singh,15.0
ORD105257,  Aditya Patel ,aditya.patel4111@outlook.com,+919349312078,Other,27,Mumbai,Maharashtra,India,Clothing,Sneakers,4,6694.26,18743.93,2024/12/01,Net Banking,Delivered,,Anil Kumar,30.0
ORD105258,Aarav Verma,aarav.verma3064@yahoo.com,+923719207101,FEMALE,42,Dubai,Dubai,UAE,Healthcare,Vitamin Tablets,8,1247.44,9480.54,11/02/2026,Net Banking,Shipped,2.0,Anil Kumar,5.0
ORD105259,Arjun Mehta,arjun.mehta4712@outlook.com,12345,Other,35,Los Angeles,California,USA,Grocery,Rice Bag,1,2244.93,2244.93,16/01/2024,Wallet,Returned,1.0,Rahul Verma,0.0
ORD105260,Charlotte Miller,charlotte.miller2758@gmail.com,+918262576507,Male,52,Visakhapatnam,Andhra Pradesh,India,Furniture,Dining Table,1,39229.72,35306.75,09-Dec-2025,PayPal,Returned,3.0,Kavya Singh,10.0
ORD105261,Sneha Iyer,sneha.iyer4423@yahoo.com,+918711195432,Female,59,Toronto,Ontario,Canada,Electronics,Headphones,7,7320.53,35870.6,10-04-2023,PayPal,Delivered,,Ravi Sharma,30.0
ORD105262,Emma Williams,emma.williams5103@gmail.com,+916964052825,male,46,Vijayawada,Andhra Pradesh,India,Grocery,Dry Fruits Pack,8,1654.53,13236.24,10/08/2025,Wallet,Processing,5.0,Kavya Singh,0.0
ORD105263,Sneha Anderson,sneha.anderson874@yahoo.com,+918166635551,male,59,Delhi,Delhi,India,Furniture,Office Chair,4,9454.15,30253.28,19-Jun-2025,Debit Card,Delivered,2.0,Rahul Verma,20.0
ORD105264,Reyansh Miller,reyansh.miller9831@gmail.com,+917377201533,Female,31,Toronto,Ontario,Canada,Healthcare,BP Monitor,1,1617.92,1132.54,2024/10/21,Cash on Delivery,Cancelled,,Anil Kumar,30.0
ORD105265,Arjun Kumar,arjun.kumar1184@gmail.com,+918359005240,FEMALE,67,Delhi,Delhi,India,Electronics,Bluetooth Speaker,6,2466.3,12578.13,2025-01-31,Wallet,Delivered,,David Brown,15.0
ORD105266,Benjamin Anderson,benjamin.anderson7013@yahoo.com,+919389226002,Male,19,Vijayawada,Andhra Pradesh,India,Grocery,Dry Fruits Pack,7,1103.56,6566.18,13/07/2023,Net Banking,Cancelled,1.0,Anil Kumar,15.0
ORD105267,Ethan Davis,ethan.davis8800@company.com,+142010646630,male,61,Los Angeles,California,USA,Electronics,Smartphone,1,27944.0,27944.0,11-Nov-2025,Wallet,Shipped,2.0,Ravi Sharma,0.0
ORD105268,Liam Brown,liam.brown5097@gmail.com,+919416170358,Male,19,Delhi,Delhi,India,Grocery,Wheat Flour,3,800.16,2280.46,2025-06-23,PayPal,Returned,3.0,Kavya Singh,5.0
ORD105269,David Martinez,david.martinez333@gmail.com,+602133521801,Male,72,Delhi,Delhi,India,Furniture,Sofa Set,4,22441.53,71812.9,2026-01-03,Credit Card,Processing,3.0,Anil Kumar,20.0
ORD105270,meena mehta,meena.mehta5601@yahoo.com,+431268391473,Other,35,Vijayawada,Andhra Pradesh,India,Healthcare,First Aid Kit,1,1797.1,1707.24,02-13-2024,Cash on Delivery,Cancelled,5.0,Kavya Singh,5.0
ORD105271,Sanjay Nair,sanjay.nair7052@outlook.com,+918710483034,Female,36,Dubai,Dubai,UAE,Grocery,Dry Fruits Pack,1,1640.31,1312.25,15/05/2026,Debit Card,Shipped,2.0,Sita Reddy,20.0
ORD105272,Pooja Verma,pooja.verma3534@outlook.com,+916775091150,Female,61,Sydney,New South Wales,Australia,Furniture,Bed Frame,8,32416.72,259333.76,19/02/2025,Net Banking,Cancelled,,John Miller,0.0
ORD105273,Diya Garcia,diya.garcia4672@gmail.com,+916013912554,Other,29,Manchester,England,UK,Clothing,Jacket,7,5310.21,26020.03,07/04/2024,PayPal,Delivered,,John Miller,30.0
ORD105274,David Johnson,david.johnson8214@company.com,+917248015287,Female,26,Bengaluru,Karnataka,India,Clothing,Sneakers,4,1992.2,7570.36,01-14-2025,UPI,Returned,3.0,Kavya Singh,NULL
ORD105275,Kavya Kumar,kavya.kumar4393@outlook.com,+490813541003,male,62,Vijayawada,Andhra Pradesh,India,Clothing,Jeans,8,987.11,7107.19,2023-08-23,Credit Card,Shipped,,David Brown,10.0
ORD105276,Emma Anderson,emma.anderson5075@yahoo.com,+919166501437,Other,33,Melbourne,Victoria,Australia,Electronics,Smartphone,7,66131.67,370337.35,13/01/2024,Wallet,Shipped,5.0,Kavya Singh,20.0
ORD105277,Arjun Gupta,arjun.gupta6921@gmail.com,+918670357743,male,51,Singapore,Central Region,,Healthcare,Protein Powder,3,4497.82,12144.11,2023/09/01,Debit Card,Processing,4.0,Sita Reddy,10.0
ORD105278,Nikitha Smith,nikitha.smith9153@gmail.com,+917050473688,Female,21,Hyderabad,Telangana,India,Furniture,Bed Frame,1,23123.43,16186.4,2025-09-04,NULL,Processing,,Rahul Verma,30.0
ORD105279,sophia kumar,sophia.kumar4407@gmail.com,,male,31,Melbourne,Victoria,Australia,Clothing,Jeans,3,2244.78,6397.62,2026/01/28,Credit Card,Delivered,2.0,Kavya Singh,5.0
ORD105280,Nikitha Kumar,nikitha.kumar8825@gmail.com,+30448375102,Male,21,Chicago,Illinois,USA,Furniture,Bed Frame,8,68457.17,438125.89,2025/11/11,Cash on Delivery,Returned,5.0,Sara Wilson,20.0
ORD105281,Sneha Williams,sneha.williams9583@yahoo.com,+753683129734,male,26,Sydney,New South Wales,Australia,Furniture,Office Chair,6,14542.56,74167.06,01-21-2024,Debit Card,Returned,,Rahul Verma,15.0
